Fagkode;Fylke;Skolenavn;20-21.SE.G.SK;20-21.SE.G.AE;20-21.SE.J.SK;20-21.SE.J.AE;20-21.SP.G.SK;20-21.SP.G.AE;20-21.SP.J.SK;20-21.SP.J.AE;21-22.SE.G.SK;21-22.SE.G.AE;21-22.SE.J.SK;21-22.SE.J.AE;21-22.SP.G.SK;21-22.SP.G.AE;21-22.SP.J.SK;21-22.SP.J.AE;22-23.SE.G.SK;22-23.SE.G.AE;22-23.SE.J.SK;22-23.SE.J.AE;22-23.SP.G.SK;22-23.SP.G.AE;22-23.SP.J.SK;22-23.SP.J.AE;23-24.SE.G.SK;23-24.SE.G.AE;23-24.SE.J.SK;23-24.SE.J.AE;23-24.SP.G.SK;23-24.SP.G.AE;23-24.SP.J.SK;23-24.SP.J.AE;24-25.SE.G.SK;24-25.SE.G.AE;24-25.SE.J.SK;24-25.SE.J.AE;24-25.SP.G.SK;24-25.SP.G.AE;24-25.SP.J.SK;24-25.SP.J.AE
REA3022;Vestfold og Telemark (2020 - 2023);Bø vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Greveskogen videregående skole;;;;;3,9;21;4,3;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Holmestrand videregående skole;;;;;4,7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Horten videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Kragerø videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Kvitsund gymnas;;;;;4,2;9;3,8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Notodden videregående skole;;;;;3,9;11;4,2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Nøtterøy videregående skole;;;;;3,8;28;4,0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Porsgrunn videregående skole;;;;;*;*;4,5;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Re videregående skole;;;;;4,6;11;4,4;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Rjukan videregående skole;;;;;3,1;16;3,2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Sande videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Sandefjord videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Skien videregående skole;;;;;*;*;4,3;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Stiftelsen Telemark Toppidrett gymnas;;;;;3,8;12;4,1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Thor Heyerdahl videregående skole;;;;;4,5;21;4,8;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Vest-Telemark vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestfold og Telemark (2020 - 2023);Wang Tønsberg AS;;;;;3,5;20;4,2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Alle skoler;*;*;*;*;4,2;505;4,4;478;;;;;4,0;12;4,0;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Amalie Skram videregående skole;;;;;*;*;4,6;66;;;;;4,0;12;4,0;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Arna vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Askøy videregående skole;;;;;4,4;13;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Austrheim vidaregåande skule;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Bergen katedralskole;;;;;4,0;29;3,9;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Bergen private gymnas AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Bømlo vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Dale vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Danielsen Intensivgymnas;*;*;*;*;*;*;4,1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Danielsen videregående skole;;;;;4,5;13;4,7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Eid vidaregåande skule;;;;;4,1;9;4,1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Firda vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Flora vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Framnes Kristne vidaregåande skule;;;;;4,8;12;4,1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Fusa vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Fyllingsdalen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Hafstad videregående skule;;;;;4,7;19;4,6;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Høyanger vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Knarvik vidaregåande skule;;;;;4,5;10;3,6;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Kvam vidaregåande skule;;;;;4,3;7;4,0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Kvinnherad vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Langhaugen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Metis videregående AS;;;;;4,8;29;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Måløy vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Nordahl Grieg videregående skole;;;;;*;*;4,7;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Odda vidaregåande skule;;;;;3,9;7;3,7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Olsvikåsen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Os gymnas;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Osterøy vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Sandsli videregående skole;;;;;3,9;23;4,9;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Sogndal vidaregåande skule;;;;;4,5;17;4,7;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Sotra vidaregåande skule;;;;;*;*;5,1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;St. Paul gymnas;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Stord vidaregåande skule;;;;;4,5;14;4,6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Stryn vidaregåande skule;;;;;4,3;10;3,8;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Sygna Vgs;;;;;*;*;4,4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Tertnes vidaregåande skule;;;;;3,5;20;4,7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Voss gymnas;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Årdal vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Vestland;Årstad videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Alle skoler;4,3;9;*;*;4,2;910;4,4;733;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Akademiet Drammen AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Akademiet Vgs Bragernes Drammen AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Akademiet Ypsilon videregående skole AS;;;;;3,6;7;4,2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Asker videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Askim videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Bjertnes videregående skole;;;;;4,4;15;4,6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Bjørkelangen videregående skole;;;;;4,4;15;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Buskerud videregående skole;;;;;*;*;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Drammen videregående skole;*;*;*;*;3,8;39;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Dønski videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Eidsvoll videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Eikeli videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Eiker videregående skole;;;;;4,0;15;3,6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Frederik Ii videregående skole;;;;;3,2;19;4,4;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Frogn videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Gol vidaregåande skule;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Greåker videregående skole;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Halden videregående skole;;;;;3,9;14;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Hans Nielsen Hauge videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Hoppensprett Akademiet Vgs Jessheim AS;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Jessheim videregående skole;*;*;*;*;3,8;21;4,3;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Kirkeparken videregående skole;;;;;3,9;28;4,0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Kongsberg videregående skole;*;*;*;*;4,0;25;3,6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Lillestrøm videregående skole;;;;;*;*;4,5;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Lørenskog videregående skole;;;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Mailand videregående skole;;;;;3,7;27;4,4;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Malakoff videregående skole;;;;;3,9;9;5,3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Mysen videregående skole;;;;;4,0;7;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Nadderud videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Nannestad videregående skole;;;;;4,1;10;4,2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Nes videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Nesbru videregående skole;;;;;3,8;8;4,7;6;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Nesodden videregående skole;;;;;3,8;25;4,3;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Norges Realfagsgymnas Sandvika AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Norges Toppidrettsgymnas Bærum AS;;;;;4,0;28;4,5;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Norges Toppidrettsgymnas Geilo AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Numedal videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Ringerike videregående skole;;;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Roald Amundsen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Rosenvilde videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Rælingen videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Røyken videregående skole;;;;;3,7;7;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Sandvika videregående skole;;;;;*;*;4,4;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Skedsmo videregående skole;;;;;4,8;13;4,4;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Ski videregående skole;*;*;;;4,6;17;4,8;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);St Hallvard videregående skole;;;;;4,7;13;4,8;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);St. Olav videregående skole;;;;;3,9;14;4,3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Stabekk videregående skole;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Sørumsand videregående skole;;;;;4,1;14;4,9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Tomb videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Tyrifjord videregående skole;;;;;5,3;7;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Valler videregående skole;;;;;5,1;36;4,9;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Vestby videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Wang Fredrikstad AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Wang Romerike AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Viken (2020 - 2023);Ås videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Askim videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Frederik Ii videregående skole;;;;;3,2;19;4,4;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Greåker videregående skole;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Halden videregående skole;;;;;3,9;14;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Hans Nielsen Hauge videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Kirkeparken videregående skole;;;;;3,9;28;4,0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Malakoff videregående skole;;;;;3,9;9;5,3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Mysen videregående skole;;;;;4,0;7;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;St. Olav videregående skole;;;;;3,9;14;4,3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Tomb videregående skole;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Østfold;Wang Fredrikstad AS;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Alle fylker;Alle skoler;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Utlandet;Alle skoler;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3022;Utlandet;Den norske skole - Gran Canaria;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Alle fylker;Alle skoler;;;;;4,1;3 294;4,4;2 284;;;;;4,2;3 262;4,5;2 360;;;;;*;*;;;;;;;;;;;;;;;;;;
REA3024;Alle fylker;Alle skoler;;;;;4,1;3 294;4,4;2 284;;;;;4,2;3 262;4,5;2 360;;;;;*;*;;;;;;;;;;;;;;;;;;
REA3024;Agder;Alle skoler;;;;;*;*;*;*;;;;;4,1;163;4,5;117;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Akademiet Kristiansand AS;;;;;;;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Arendal videregående skole avd Tyholmen;;;;;4,4;25;*;*;;;;;4,8;19;5,4;14;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Dahlske videregående skole;;;;;*;*;3,7;6;;;;;4,2;10;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Drottningborg Vgs AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Eilert Sundt videregående skole Studiested Farsund;;;;;4,0;15;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Flekkefjord videregående skole Studiested Flekkefjord;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Kristiansand katedralskole Gimle;;;;;4,3;40;4,3;25;;;;;4,5;41;4,4;29;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Kvs-Lyngdal AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Lillesand videregående skole;;;;;4,0;9;4,3;8;;;;;5,0;11;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Mandal videregående skole;;;;;4,3;18;3,9;13;;;;;3,9;10;4,6;12;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Risør videregående skole;;;;;4,3;6;4,9;8;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Setesdal vidaregåande skule;;;;;*;*;*;*;;;;;3,9;8;3,8;12;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Tangen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Tvedestrand videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Vennesla videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Agder;Vågsbygd videregående skole;;;;;3,5;22;4,4;9;;;;;3,3;23;5,1;11;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Asker videregående skole;;;;;4,8;29;4,3;32;;;;;*;*;4,9;32;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Bjertnes videregående skole;;;;;*;*;*;*;;;;;4,2;14;4,9;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Bjørkelangen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Dønski videregående skole;;;;;*;*;*;*;;;;;3,5;8;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Eidsvoll videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Eikeli videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Frogn videregående skole;;;;;4,5;15;3,9;11;;;;;3,7;14;4,7;7;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Hoppensprett Akademiet Vgs Jessheim AS;;;;;*;*;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Jessheim videregående skole;;;;;4,4;22;4,5;21;;;;;4,5;15;4,8;24;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Lillestrøm videregående skole;;;;;4,0;33;4,6;29;;;;;4,6;37;4,5;27;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Lørenskog videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Mailand videregående skole;;;;;3,3;26;4,0;8;;;;;3,6;21;4,6;14;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Nadderud videregående skole;;;;;4,5;32;5,0;28;;;;;*;*;4,6;28;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Nannestad videregående skole;;;;;4,3;10;4,4;9;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Nes videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Nesbru videregående skole;;;;;*;*;*;*;;;;;3,7;9;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Nesodden videregående skole;;;;;4,2;16;5,1;10;;;;;4,3;12;4,1;14;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Norges Realfagsgymnas Sandvika AS;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Norges Toppidrettsgymnas Bærum AS;;;;;4,5;21;4,4;9;;;;;3,8;25;4,5;15;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Roald Amundsen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Rosenvilde videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Rælingen videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Røyken videregående skole;;;;;*;*;*;*;;;;;4,0;6;3,7;6;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Sandvika videregående skole;;;;;4,2;38;4,6;22;;;;;4,3;36;4,2;13;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Skedsmo videregående skole;;;;;4,2;18;4,6;7;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Ski videregående skole;;;;;*;*;5,0;8;;;;;*;*;4,9;20;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Stabekk videregående skole;;;;;*;*;*;*;;;;;4,2;12;4,8;11;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Sørumsand videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Valler videregående skole;;;;;4,5;49;4,8;38;;;;;5,2;35;4,9;45;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Vestby videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Wang Romerike AS;;;;;;;;;;;;;*;*;;;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Akershus;Ås videregående skole;;;;;*;*;*;*;;;;;*;*;*;*;;;;;;;;;;;;;;;;;;;;;;;;
REA3024;Buskerud;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
